"Ingr","Match","Score"
"plain sandwich wraps","steak sandwich, plain, on biscuit",0.516397779494322
"chocolate stout beer","beer",0.577350269189626
"from 4 limes","lentils, from canned",0.333333333333333
"raisin-pecan bread","bread, raisin",0.816496580927726
"vanilla round wafer cookies","cookie, vanilla wafer",0.577350269189626
"rice wine","wine, rice",1
"distilled or cider vinegar","vinegar",0.5
"pillsbury® chocolate extreme premium brownie mix","trail mix with chocolate",0.408248290463863
"6 day boat scallops","scallops, coated, fried",0.288675134594813
"short-grain rice","rice croquette",0.408248290463863
"tin anchovies","lamb chop, ns as to cut, cooked, lean only eaten",0
"dill pickle spears","pickles, dill",0.408248290463863
"albacore","lamb chop, ns as to cut, cooked, lean only eaten",0
"from an italian loaf","tuna loaf",0.353553390593274
"pound cake","cake, pound, chocolate",0.816496580927726
"""campbells® cream of mushroom soup""","mushroom soup, cream of, prepared with water",0.676123403782813
"from 1 large bunch basil","hamburger, from fast food, 1 large patty",0.50709255283711
"creole hot sausage","pickled sausage",0.408248290463863
"serrano ham","ham, prosciutto",0.5
"portobello and crimini mushrooms","fried mushrooms",0.353553390593274
"california chile peppers","peppers, pickled",0.408248290463863
"mexican cane sugar","sugar cane beverage",0.666666666666667
"loaf country-style bread","bread, lard, puerto rican style",0.447213595499958
"vietnamese cinnamon chips","multigrain chips (sun chips)",0.471404520791032
"apricot sauce","beef and potatoes with cream sauce, white sauce or mushroom sauce",0.514495755427526
"kimchi marinade","kimchi",0.707106781186547
"bbq pulled pork","pork sandwich",0.408248290463863
"italian-style dried breadcrumbs","stewed dried beef, puerto rican style",0.408248290463863
"pumpkin quick bread mix","bread, pumpkin",0.707106781186547
"smithfield ham","ham, prosciutto",0.5
"bloody mary mix","bloody mary",0.816496580927726
"walnut brittle","peanut brittle",0.5
"leftover chicken bits","chicken, chicken roll, roasted",0.471404520791032
"carnival squashes","lamb chop, ns as to cut, cooked, lean only eaten",0
"bacon lardoons","bacon bits",0.5
"lemon-parsley butter","lemon-butter sauce",0.666666666666667
"small ham steak","steak sauce",0.408248290463863
"scotch bonnet chile pepper","scotch",0.5
"french pullman bread","bread, french or vienna",0.577350269189626
"a serious drizzle","tomatoes, for use on a sandwich",0.235702260395516
"chinese chili paste","chinese pancake",0.408248290463863
"sparkling soda water","water, bottled, flavored (propel water)",0.436435780471985
"link pork sausage","pork sausage",0.816496580927726
"meat","meat, nfs",0.707106781186547
"mustards","lamb chop, ns as to cut, cooked, lean only eaten",0
"basic sweet-roll dough","roll, sweet, frosted",0.577350269189626
"halves and pieces","ham and cheese sandwich, with lettuce and spread",0.365148371670111
"rolled up dough","bread, dough, fried",0.333333333333333
"rubber band left on","sausage on biscuit",0.288675134594813
"roasted chicken variations","chicken, chicken roll, roasted",0.707106781186548
"regular horseradish","horseradish",0.707106781186547
"spanish manchego cheese","cheese, processed cheese food",0.471404520791032
"""bakers corner baking powder""","nutritional powder mix (eas whey protein powder)",0.333333333333333
"mango salsa","salsa verde or salsa, green",0.534522483824849
"cherry and/or grape tomatoes","bread, reduced calorie and/or high fiber, white or nfs, with fruit and/or nuts",0.466252404120157
"wagon wheel pasta","flavored pasta",0.408248290463863
"cilantro salsa","salsa verde or salsa, green",0.534522483824849
"cilantro/italian parsley leaves","parsley, raw",0.353553390593274
"excess liquid","yogurt, liquid",0.5
"snap peas","wasabi peas",0.5
"portuguese buns","yam buns; puerto rican style",0.316227766016838
"stuffed olive","olives, stuffed",0.5
"chicken sausage links","turkey or chicken sausage",0.577350269189626
"jalepenos","lamb chop, ns as to cut, cooked, lean only eaten",0
"mexican cola","roll, mexican, bolillo",0.408248290463863
"store-bought rotisserie chicken","chicken wing, rotisserie",0.577350269189626
"hotsauce","lamb chop, ns as to cut, cooked, lean only eaten",0
"potato or dinner rolls","dumpling, potato- or cheese-filled",0.447213595499958
"scotch bonnet chile","scotch",0.577350269189626
"chevre","lamb chop, ns as to cut, cooked, lean only eaten",0
"and balsamic salad dressing","bacon and tomato dressing",0.5
"pumpkin filling","muffin, pumpkin",0.5
"bones","beef, neck bones, cooked",0.5
"supermarket pizza dough","dessert pizza",0.408248290463863
"bell pepper strips","pepper steak",0.408248290463863
"from the butcher","lentils, from canned",0.333333333333333
"cilantro)r","cilantro, raw",0.5
"whole wheat tortilla","tortilla, whole wheat",1
"lemon sorbetto","lemon, raw",0.5
"french brandy","brandy",0.707106781186547
"regular lime juice","lime juice, 100%, freshly squeezed",0.516397779494322
"fudge icing","icing, white",0.5
"baking chocolate","fudge, chocolate, chocolate-coated",0.577350269189626
"chicken pot pies","chicken or turkey pot pie",0.516397779494322
"dill","pickles, dill",0.707106781186547
"made from pureed fruit","waffle, fruit, from frozen",0.5
"multigrain penne","roll, multigrain",0.5
"chicken scallopine","chicken, chicken roll, roasted",0.577350269189626
"patron silver tequila","tequila",0.577350269189626
"golden pear tomatoes","tomatoes, scalloped",0.408248290463863
"lobster base","lobster, canned",0.5
"polish-style sausage kielbasa","polish sausage",0.707106781186547
"wedge ricotta salata","cheese, ricotta",0.408248290463863
"from beef satay","beef goulash",0.408248290463863
"chocolate chip buttercream","cookie, chocolate chip",0.666666666666667
"cabernet sauvignon","lamb chop, ns as to cut, cooked, lean only eaten",0
"grapefruit zest","grapefruit, canned",0.5
"fideos","lamb chop, ns as to cut, cooked, lean only eaten",0
"jalapeno creme fraiche","creme brulee",0.408248290463863
"chinese cabbage","cabbage, chinese, raw",0.816496580927726
"chocolate chunks","fudge, chocolate, chocolate-coated",0.577350269189626
"mascarpone","lamb chop, ns as to cut, cooked, lean only eaten",0
"coastal valley peach apricot preserves","apricot nectar",0.316227766016838
"cremini or","cake or cupcake, chocolate, devil's food or fudge, with icing or filling",0.486664263392288
"lemon drop rimmer","lemon, raw",0.408248290463863
"israeli arugula leaves","lettuce, arugula, raw",0.333333333333333
"pork rib racks","pork sandwich",0.408248290463863
"italian seasoning","italian ice",0.5
"rind","lamb chop, ns as to cut, cooked, lean only eaten",0
"atlantic salmon fillets","salmon, smoked",0.408248290463863
"tuna","tuna loaf",0.707106781186547
"jumbo lump blue crabmeat","cheese, blue or roquefort",0.25
"coconut ice cream","ice cream, nfs",0.666666666666667
"lager beers","lamb chop, ns as to cut, cooked, lean only eaten",0
"buttercream base frosting","roll, sweet, no frosting",0.288675134594813
"regular or quick oats","grits, regular or quick, made with milk, fat added",0.5
"kiwis","lamb chop, ns as to cut, cooked, lean only eaten",0
"fisher® slivered almonds","almonds, nfs",0.408248290463863
"french rolls","pizza rolls",0.5
"bratwurst sausage","bratwurst",0.707106781186547
"from a roasted bird","chicken wing, baked, broiled, or roasted, from raw",0.353553390593274
"baby squid","squid, pickled",0.5
"hardwood charcoal","lamb chop, ns as to cut, cooked, lean only eaten",0
"butternut squash puree","pie, squash",0.408248290463863
"elbow straws","lamb chop, ns as to cut, cooked, lean only eaten",0
"whole grain hamburger bun","roll, whole grain white, hamburger bun",0.816496580927726
"mini chips","multigrain chips (sun chips)",0.577350269189626
"confit potatoes","stewed potatoes",0.5
"sprig fresh lavender","coconut, fresh",0.408248290463863
"whole wheat flour tortillas","muffin, whole wheat",0.577350269189626
"blueberry stuffing","blueberry syrup",0.5
"fish fry mix","snack mix, plain (chex mix)",0.436435780471985
"pretzel hot dog buns","corn dog, frankfurter or hot dog with cornbread coating",0.452267016866645
"panko","lamb chop, ns as to cut, cooked, lean only eaten",0
"rice or corn cereal","cereal or granola bar, with rice cereal",0.666666666666667
"gochugaru","lamb chop, ns as to cut, cooked, lean only eaten",0
"cake decorating dots","cake, fruit cake, light or dark, holiday type cake",0.447213595499958
"thai fish sauce","fish sauce",0.816496580927726
"granny smiths","lamb chop, ns as to cut, cooked, lean only eaten",0
"jelly donuts","jelly sandwich, regular jelly, nfs",0.534522483824849
"""devils food cake mix""","cake, fruit cake, light or dark, holiday type cake",0.387298334620742
"gingersnap crumbs","lamb chop, ns as to cut, cooked, lean only eaten",0
"cookies and cream ice cream","ice cream, nfs",0.654653670707977
"bass","sea bass, pickled",0.577350269189626
"round wonton wrappers","wonton soup",0.408248290463863
"ragu bolognese","lamb chop, ns as to cut, cooked, lean only eaten",0
"peach jalepeno relish","peach, frozen",0.408248290463863
"butterscotch sauce","beef and potatoes with cream sauce, white sauce or mushroom sauce",0.514495755427526
"wash","lamb chop, ns as to cut, cooked, lean only eaten",0
"mango-peach jam","mango nectar",0.408248290463863
"snowflake sprinkles","chocolate-flavored sprinkles",0.408248290463863
"chili threads","nachos with chili",0.408248290463863
"lemon/lime","lime, raw",0.5
"flat iron steaks","infant formula, ready-to-feed, with iron (enfamil premature 20 cal)",0.174077655955698
"vanilla seeds","mixed seeds",0.5
"plum tomatoes and their juice","pork with chili and tomatoes",0.4
"cilantro pesto","pesto sauce",0.5
"grilled red cabbage salad","cabbage, red, raw",0.577350269189626
"egg linguine","egg, benedict",0.5
"raspberry sherbet","sherbet, all flavors",0.408248290463863
"chipotle barbecue sauce","barbecue sauce",0.816496580927726
"julienned vegetables","vegetables, pickled",0.5
"chorizo mayo","chorizo",0.707106781186547
"sockeye or king salmon","salmon, steamed or poached",0.5
"daikon matchsticks","daikon radish, cooked",0.408248290463863
"feta","cheese, feta",0.707106781186547
"shortcrust pastry","pastry, puff",0.5
"pork rinds","pork skin rinds",0.816496580927726
"pretzel crumbs","pretzel, baby food",0.408248290463863
"wonderful almond accents","cookie, almond",0.408248290463863
"halibut steak","steak sauce",0.5
"flaked coconut","coconut milk",0.5
"lady apples","apples, baby food, toddler",0.353553390593274
"country white bread","bread, white",0.816496580927726
"chipotles","lamb chop, ns as to cut, cooked, lean only eaten",0
"tart crust","breakfast tart",0.5
"pretzel chocolates","pretzel, baby food",0.408248290463863
"round rolls","pizza rolls",0.5
"crab dip","crab imperial",0.5
"crab roe","crab imperial",0.5
"oaxaca or asadero cheese","cheese, blue or roquefort",0.5
"berryhill honey","honey",0.707106781186547
"bocconcini)","lamb chop, ns as to cut, cooked, lean only eaten",0
"belgian endives","lamb chop, ns as to cut, cooked, lean only eaten",0
"rib steaks","lamb chop, ns as to cut, cooked, lean only eaten",0
"cranberry-flavored","flavored pasta",0.5
"hickory smoked bacon","pork bacon, smoked or cured, cooked",0.471404520791032
"ciabatta bread","bread, zucchini",0.5
"hot pickled vegetable salad","pepper, hot, pickled",0.577350269189626
"ciabatta or other rustic rolls","chicken ""wings"" with other sauces or seasoning, from other sources",0.387298334620742
"chile de arbol","salsa, pico de gallo",0.288675134594813
"cherry cola glaze","crisp, cherry",0.408248290463863
"bouillon powder","nutritional powder mix (eas whey protein powder)",0.471404520791032
"spicy peanut sauce","peanut sauce",0.816496580927726
"from about 1/2 lemon","cheeseburger, from fast food, 1 small patty",0.338061701891407
"wonton skins","wonton soup",0.5
"buffalo wings","buffalo sauce",0.5
"vegetable stock","vegetable chips",0.5
"hazelnut butter","butter, nfs",0.5
"prepared pancake mix","cornbread, prepared from mix",0.577350269189626
"ricotta impastata","cheese, ricotta",0.5
"olive oil spray","olive oil",0.816496580927726
"german light ale","cream, light",0.408248290463863
"chiffonnade","lamb chop, ns as to cut, cooked, lean only eaten",0
"cinnamon-sage tomato sauce","tomato chili sauce",0.577350269189626
"beef sausages","beef goulash",0.5
"treviso","lamb chop, ns as to cut, cooked, lean only eaten",0
"iceberg lettuce leaves","lettuce, cooked",0.408248290463863
"cumin seed","poppy seed dressing",0.408248290463863
"chilled moroccan spice dip","eggplant dip",0.353553390593274
"digestive biscuits","lamb chop, ns as to cut, cooked, lean only eaten",0
"strong blue cheese","cheese, blue or roquefort",0.577350269189626
"clam powder","nutritional powder mix (eas whey protein powder)",0.471404520791032
"ranch seasoning","ranch dip, light",0.408248290463863
"rolling fondant","fondant",0.707106781186547
"bamboo sprouts","sprouts, nfs",0.5
"spring mix greens","snack mix, plain (chex mix)",0.436435780471985
"limes wheels","lamb chop, ns as to cut, cooked, lean only eaten",0
"smokey rotisserie seasoning","chicken wing, rotisserie",0.333333333333333
"lime twist","lime, raw",0.5
"st. louis-style country ribs","goat ribs, cooked",0.258198889747161
"spritz bottle","lamb chop, ns as to cut, cooked, lean only eaten",0
"snickers bars","snickers bar",0.5
"fancy black or green olives","olives, green",0.632455532033676
"cranberry apple glaze","crisp, apple, apple dessert",0.471404520791032
"english or kirby cucumbers","muffin, english, wheat or cracked wheat",0.353553390593274
"provolone picante cheese","cheese, provolone",0.816496580927726
"roasted turkey","turkey, drumstick, roasted, skin eaten",0.632455532033676
"basil pesto","basil, raw",0.5
"cretan barley rusks","bread, barley",0.408248290463863
"fish peppers","fish chowder",0.5
"pumpkin","muffin, pumpkin",0.707106781186547
"black cherry ice cream","ice cream, nfs",0.577350269189626
"from canned chipotle peppers","lentils, from canned",0.577350269189626
"teriyaki marinade sauce","teriyaki sauce",0.816496580927726
